BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
NZ_ANBE01000066.region001	NZ_ANBE01000066	Nocardiopsis xinjiangensis YIM 90004 contig_66, whole genome shotgun sequence	other	Others	Nocardiopsis xinjiangensis YIM 90004	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
NZ_ANBE01000069.region001	NZ_ANBE01000069	Nocardiopsis xinjiangensis YIM 90004 contig_69, whole genome shotgun sequence	oligosaccharide	Saccharides	Nocardiopsis xinjiangensis YIM 90004	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
NZ_ANBE01000072.region001	NZ_ANBE01000072	Nocardiopsis xinjiangensis YIM 90004 contig_72, whole genome shotgun sequence	NRPS	NRPS	Nocardiopsis xinjiangensis YIM 90004	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
NZ_ANBE01000073.region001	NZ_ANBE01000073	Nocardiopsis xinjiangensis YIM 90004 contig_73, whole genome shotgun sequence	NRPS	NRPS	Nocardiopsis xinjiangensis YIM 90004	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
NZ_AOHO01000012.region001	NZ_AOHO01000012	Amycolatopsis decaplanina DSM 44594 Contig0012, whole genome shotgun sequence	amglyccycl	Saccharides	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000012.region002	NZ_AOHO01000012	Amycolatopsis decaplanina DSM 44594 Contig0012, whole genome shotgun sequence	phenazine	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000014.region001	NZ_AOHO01000014	Amycolatopsis decaplanina DSM 44594 Contig0014, whole genome shotgun sequence	NRPS-like	NRPS	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000019.region001	NZ_AOHO01000019	Amycolatopsis decaplanina DSM 44594 Contig0019, whole genome shotgun sequence	arylpolyene.NRPS	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000020.region001	NZ_AOHO01000020	Amycolatopsis decaplanina DSM 44594 Contig0020, whole genome shotgun sequence	CDPS	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000028.region001	NZ_AOHO01000028	Amycolatopsis decaplanina DSM 44594 Contig0028, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000028.region002	NZ_AOHO01000028	Amycolatopsis decaplanina DSM 44594 Contig0028, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000028.region003	NZ_AOHO01000028	Amycolatopsis decaplanina DSM 44594 Contig0028, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000032.region001	NZ_AOHO01000032	Amycolatopsis decaplanina DSM 44594 Contig0032, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000036.region001	NZ_AOHO01000036	Amycolatopsis decaplanina DSM 44594 Contig0036, whole genome shotgun sequence	NRPS	NRPS	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000038.region001	NZ_AOHO01000038	Amycolatopsis decaplanina DSM 44594 Contig0038, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000043.region001	NZ_AOHO01000043	Amycolatopsis decaplanina DSM 44594 Contig0043, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000043.region002	NZ_AOHO01000043	Amycolatopsis decaplanina DSM 44594 Contig0043, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000047.region001	NZ_AOHO01000047	Amycolatopsis decaplanina DSM 44594 Contig0047, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000048.region001	NZ_AOHO01000048	Amycolatopsis decaplanina DSM 44594 Contig0048, whole genome shotgun sequence	lanthipeptide-class-iii	RiPPs	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000052.region001	NZ_AOHO01000052	Amycolatopsis decaplanina DSM 44594 Contig0052, whole genome shotgun sequence	T1PKS	PKSI	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000055.region001	NZ_AOHO01000055	Amycolatopsis decaplanina DSM 44594 Contig0055, whole genome shotgun sequence	T1PKS.lassopeptide	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000058.region001	NZ_AOHO01000058	Amycolatopsis decaplanina DSM 44594 Contig0058, whole genome shotgun sequence	T2PKS	PKSother	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000058.region002	NZ_AOHO01000058	Amycolatopsis decaplanina DSM 44594 Contig0058, whole genome shotgun sequence	PKS-like.amglyccycl	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000065.region001	NZ_AOHO01000065	Amycolatopsis decaplanina DSM 44594 Contig0065, whole genome shotgun sequence	terpene.NAPAA	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000068.region001	NZ_AOHO01000068	Amycolatopsis decaplanina DSM 44594 Contig0068, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000068.region002	NZ_AOHO01000068	Amycolatopsis decaplanina DSM 44594 Contig0068, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000068.region003	NZ_AOHO01000068	Amycolatopsis decaplanina DSM 44594 Contig0068, whole genome shotgun sequence	T1PKS.hglE-KS	PKSother	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000069.region001	NZ_AOHO01000069	Amycolatopsis decaplanina DSM 44594 Contig0069, whole genome shotgun sequence	ectoine	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000069.region002	NZ_AOHO01000069	Amycolatopsis decaplanina DSM 44594 Contig0069, whole genome shotgun sequence	terpene	Terpene	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000071.region001	NZ_AOHO01000071	Amycolatopsis decaplanina DSM 44594 Contig0071, whole genome shotgun sequence	RiPP-like	RiPPs	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000072.region001	NZ_AOHO01000072	Amycolatopsis decaplanina DSM 44594 Contig0072, whole genome shotgun sequence	redox-cofactor	RiPPs	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000074.region001	NZ_AOHO01000074	Amycolatopsis decaplanina DSM 44594 Contig0074, whole genome shotgun sequence	T3PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000074.region002	NZ_AOHO01000074	Amycolatopsis decaplanina DSM 44594 Contig0074, whole genome shotgun sequence	arylpolyene	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000075.region001	NZ_AOHO01000075	Amycolatopsis decaplanina DSM 44594 Contig0075, whole genome shotgun sequence	thiopeptide.T1PKS.PKS-like.LAP.NAPAA.NRPS	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000077.region001	NZ_AOHO01000077	Amycolatopsis decaplanina DSM 44594 Contig0077, whole genome shotgun sequence	T1PKS.RRE-containing	Others	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000078.region001	NZ_AOHO01000078	Amycolatopsis decaplanina DSM 44594 Contig0078, whole genome shotgun sequence	T1PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHO01000085.region001	NZ_AOHO01000085	Amycolatopsis decaplanina DSM 44594 Contig0085, whole genome shotgun sequence	NAPAA	NRPS	Amycolatopsis decaplanina DSM 44594	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
NZ_AOHP01000001.region001	NZ_AOHP01000001	Streptomyces gancidicus BKS 13-15 Contig001, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000002.region001	NZ_AOHP01000002	Streptomyces gancidicus BKS 13-15 Contig002, whole genome shotgun sequence	PKS-like	PKSother	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000007.region001	NZ_AOHP01000007	Streptomyces gancidicus BKS 13-15 Contig007, whole genome shotgun sequence	T1PKS.PKS-like.NRPS	PKS-NRP_Hybrids	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000020.region001	NZ_AOHP01000020	Streptomyces gancidicus BKS 13-15 Contig0020, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000024.region001	NZ_AOHP01000024	Streptomyces gancidicus BKS 13-15 Contig0024, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000025.region001	NZ_AOHP01000025	Streptomyces gancidicus BKS 13-15 Contig0025, whole genome shotgun sequence	lanthipeptide-class-iii	RiPPs	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000030.region001	NZ_AOHP01000030	Streptomyces gancidicus BKS 13-15 Contig0030, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000035.region001	NZ_AOHP01000035	Streptomyces gancidicus BKS 13-15 Contig0035, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000037.region001	NZ_AOHP01000037	Streptomyces gancidicus BKS 13-15 Contig0037, whole genome shotgun sequence	T2PKS.RRE-containing	Others	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000044.region001	NZ_AOHP01000044	Streptomyces gancidicus BKS 13-15 Contig0044, whole genome shotgun sequence	T3PKS	PKSother	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000052.region001	NZ_AOHP01000052	Streptomyces gancidicus BKS 13-15 Contig0052, whole genome shotgun sequence	siderophore	Others	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000054.region001	NZ_AOHP01000054	Streptomyces gancidicus BKS 13-15 Contig0054, whole genome shotgun sequence	phenazine	Others	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000054.region002	NZ_AOHP01000054	Streptomyces gancidicus BKS 13-15 Contig0054, whole genome shotgun sequence	RRE-containing	RiPPs	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000056.region001	NZ_AOHP01000056	Streptomyces gancidicus BKS 13-15 Contig0056, whole genome shotgun sequence	lanthipeptide-class-i	RiPPs	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000062.region001	NZ_AOHP01000062	Streptomyces gancidicus BKS 13-15 Contig0063, whole genome shotgun sequence	linaridin	RiPPs	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000063.region001	NZ_AOHP01000063	Streptomyces gancidicus BKS 13-15 Contig0064, whole genome shotgun sequence	ectoine	Others	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000067.region001	NZ_AOHP01000067	Streptomyces gancidicus BKS 13-15 Contig0069, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000070.region001	NZ_AOHP01000070	Streptomyces gancidicus BKS 13-15 Contig0072, whole genome shotgun sequence	terpene	Terpene	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000072.region001	NZ_AOHP01000072	Streptomyces gancidicus BKS 13-15 Contig0074, whole genome shotgun sequence	transAT-PKS	PKSother	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000094.region001	NZ_AOHP01000094	Streptomyces gancidicus BKS 13-15 Contig0097, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000099.region001	NZ_AOHP01000099	Streptomyces gancidicus BKS 13-15 Contig00102, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000106.region001	NZ_AOHP01000106	Streptomyces gancidicus BKS 13-15 Contig00109, whole genome shotgun sequence	terpene	Terpene	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000131.region001	NZ_AOHP01000131	Streptomyces gancidicus BKS 13-15 Contig00134, whole genome shotgun sequence	terpene	Terpene	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000135.region001	NZ_AOHP01000135	Streptomyces gancidicus BKS 13-15 Contig00138, whole genome shotgun sequence	T1PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000143.region001	NZ_AOHP01000143	Streptomyces gancidicus BKS 13-15 Contig00146, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AOHP01000171.region001	NZ_AOHP01000171	Streptomyces gancidicus BKS 13-15 Contig00174, whole genome shotgun sequence	siderophore	Others	Streptomyces gancidicus BKS 13-15	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus group
NZ_AP018920.1.region001	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	oligosaccharide	Saccharides	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region002	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	T1PKS.PKS-like	PKSother	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region003	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	redox-cofactor	RiPPs	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region004	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	terpene	Terpene	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region005	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	NAPAA.RiPP-like	Others	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region006	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	NRPS	NRPS	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region007	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	betalactone	Others	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region008	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	terpene	Terpene	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region009	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	NRPS	NRPS	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region010	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	NRPS	NRPS	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region011	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	betalactone	Others	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region012	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	ranthipeptide	RiPPs	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP018920.1.region013	NZ_AP018920.1	Pseudonocardia autotrophica strain NBRC 12743 chromosome, complete genome	ectoine	Others	Pseudonocardia autotrophica	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
NZ_AP019312.1.region001	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	NRPS	NRPS	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region002	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	hserlactone	Others	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region003	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	NRPS	NRPS	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region004	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	betalactone	Others	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region005	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	NRPS	NRPS	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region006	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	PUFA.hglE-KS	Others	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region007	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	NRPS	NRPS	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region008	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	RiPP-like	RiPPs	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region009	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	NRPS	NRPS	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region010	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	terpene	Terpene	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region011	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	RiPP-like	RiPPs	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region012	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	NRPS	NRPS	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region013	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	arylpolyene	Others	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP019312.1.region014	NZ_AP019312.1	Chromobacterium haemolyticum strain CH06-BL chromosome, complete genome	hserlactone	Others	Chromobacterium haemolyticum	Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium
NZ_AP023354.1.region001	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	T1PKS	PKSI	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region002	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	terpene	Terpene	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region003	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	siderophore	Others	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region004	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	indole	Others	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region005	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	terpene	Terpene	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region006	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	T3PKS	PKSother	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region007	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	other	Others	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region008	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	terpene	Terpene	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region009	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	T1PKS.NRPS	PKS-NRP_Hybrids	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
NZ_AP023354.1.region010	NZ_AP023354.1	Actinocatenispora sera strain NBRC 101916 chromosome	terpene	Terpene	Actinocatenispora sera	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinocatenispora
